-0.22,-0.64,9.92,3.5625,-1.25,185.9375
-0.23,-0.67,9.92,3.5625,-1.25,185.9375
-0.2,-0.65,9.87,3.5625,-1.25,185.9375
-0.23,-0.65,9.91,3.5625,-1.25,185.9375
-0.21,-0.64,9.87,3.5625,-1.25,185.9375
-0.85,-3.35,9.86,3.8125,-1.25,186.1875
0.29,-0.99,11.54,3.8125,-1.0625,186.0
0.63,-0.41,10.2,3.75,-1.0625,185.9375
0.07,-0.26,6.91,3.9375,-1.0625,185.8125
-0.43,0.43,9.23,3.8125,-0.625,185.4375
0.1,-0.83,11.07,4.125,-0.4375,185.1875
0.62,-0.72,12.15,3.25,-0.375,185.375
-0.43,-1.12,11.05,3.25,-0.4375,184.875
-1.05,0.37,8.05,3.125,-0.3125,184.0625
-0.25,-0.43,9.27,4.0,-0.5,183.5
-0.48,-0.51,7.17,3.75,0.0,183.75
-0.97,-0.49,8.52,3.75,-0.5,183.5
-0.92,-0.1,11.17,3.5625,-0.625,183.0625
-0.59,-0.82,10.64,3.125,-1.3125,182.75
0.61,-0.29,10.48,2.9375,-0.5625,181.4375
-1.18,0.1,12.59,3.375,-1.0625,181.875
-0.81,-1.44,12.32,2.6875,-1.5625,181.25
-0.8,-0.4,11.33,2.1875,-1.9375,181.6875
0.46,-0.26,9.64,1.8125,-1.5625,181.625
-0.01,-0.21,10.0,2.0625,-1.9375,181.375
0.67,-1.36,10.16,1.6875,-1.8125,181.4375
-1.79,0.05,11.46,2.125,-1.9375,181.25
0.07,-1.63,11.17,1.9375,-1.5625,181.125
-0.09,0.36,10.19,1.75,-1.375,180.75
-0.9,-0.67,9.76,2.0625,-1.625,180.75
0.02,-0.49,8.35,2.75,-2.25,180.6875
-0.58,-1.62,10.68,2.375,-1.6875,179.3125
-0.48,-1.17,11.62,2.5625,-1.9375,179.0
0.07,-0.44,8.24,1.75,-1.3125,178.75
-1.01,-0.19,8.51,2.4375,-1.4375,179.3125
-0.6,0.43,8.42,2.3125,-1.9375,179.0625
0.75,-0.72,9.68,1.8125,-2.0,178.375
-1.05,-0.55,9.79,2.6875,-2.375,178.1875
1.05,1.52,13.05,2.0,-1.4375,177.375
-1.1,-0.57,10.65,2.25,-1.125,178.0
0.5,-1.46,11.31,2.8125,-1.5,177.1875
0.16,-0.64,8.02,3.375,-1.9375,177.0
-0.34,-1.31,7.78,3.875,-2.375,175.875
-0.69,-0.84,8.17,3.6875,-1.9375,175.4375
-0.41,-0.28,10.6,3.5,-1.875,175.4375
0.29,-1.31,9.69,3.3125,-2.3125,175.1875
-0.39,-0.24,9.84,3.5,-2.4375,175.625
-0.89,-1.42,8.86,4.1875,-2.8125,175.875
0.1,-0.75,7.88,3.75,-1.75,175.0625
-0.7,-0.44,10.42,3.5,-2.0625,175.375
-0.38,0.73,10.47,3.5,-2.125,174.6875
-1.23,-0.57,10.36,3.5,-1.8125,174.5625
-0.98,0.05,8.77,3.875,-2.0625,174.125
-0.11,-0.86,11.56,4.375,-1.9375,173.5625
0.22,-0.62,10.36,4.375,-2.0,173.375
-1.11,-0.24,11.12,3.75,-1.875,172.375
-0.64,-0.74,11.18,3.6875,-1.9375,172.0
-0.43,-0.88,11.84,3.8125,-2.125,172.1875
0.42,-0.4,9.88,3.6875,-1.8125,171.75
-0.83,0.0,9.97,3.8125,-2.4375,172.0625
0.27,0.44,10.55,3.4375,-2.3125,171.375
-1.67,-0.54,11.99,3.375,-2.4375,171.25
-0.78,-1.65,9.76,3.1875,-2.375,170.875
-0.03,0.34,9.44,2.5625,-2.125,170.0625
-0.39,-0.87,7.87,3.0,-2.625,170.125
-0.66,0.15,10.16,2.0,-2.75,169.9375
-0.55,-0.49,10.02,2.6875,-2.875,169.4375
-0.62,-0.39,10.35,2.8125,-2.6875,168.8125
0.02,-0.54,11.11,2.5,-3.0,168.75
1.1,-0.37,10.8,2.5,-3.3125,168.1875
0.05,-0.33,9.64,2.3125,-3.5,168.0625
0.24,0.41,9.38,2.875,-2.9375,167.625
-0.64,-0.39,10.79,3.3125,-3.1875,167.6875
-0.65,-0.61,9.71,3.1875,-3.8125,167.3125
-0.72,-0.34,10.05,3.1875,-4.0625,167.125
-0.25,-0.35,9.77,3.1875,-3.4375,167.0
-0.24,-0.82,10.33,3.4375,-3.0,166.5625
-1.07,-0.93,10.26,3.1875,-3.6875,166.6875
-1.85,-1.26,10.67,3.0,-3.6875,166.3125
