-0.42,-0.49,9.89,2.875,-2.5,94.5625
-0.42,-0.48,9.9,2.875,-2.5,94.5625
-0.42,-0.48,9.9,2.875,-2.5,94.5625
-0.41,-0.49,9.9,2.875,-2.5,94.5625
-0.44,-0.48,9.95,2.875,-2.5,94.5625
-0.44,-0.48,9.95,2.875,-2.5,94.5625
-0.4,-0.5,9.85,2.875,-2.5,94.5625
-0.4,-0.5,9.89,2.875,-2.5,94.5625
-0.4,-0.5,9.89,2.875,-2.5,94.5625
-0.41,-0.47,9.93,2.875,-2.5,94.5625
-0.41,-0.47,9.93,2.875,-2.5,94.5625
-0.41,-0.47,9.93,2.875,-2.5,94.5625
-0.39,-0.51,9.9,2.875,-2.5,94.5625
-0.38,-0.5,9.85,2.875,-2.5,94.5625
-0.38,-0.5,9.85,2.875,-2.5,94.5625
-0.46,-0.49,9.93,2.875,-2.5,94.5625
-0.38,-0.49,9.91,2.875,-2.5,94.5625
-0.38,-0.49,9.91,2.875,-2.5,94.5625
-0.41,-0.48,9.94,2.875,-2.5,94.5625
-0.41,-0.49,9.91,2.875,-2.5,94.5625
-0.43,-0.47,9.93,2.875,-2.5,94.5625
-0.43,-0.47,9.93,2.875,-2.5,94.5625
-0.4,-0.49,9.89,2.875,-2.5,94.5625
-0.39,-0.52,9.9,2.875,-2.5,94.5625
-0.39,-0.52,9.9,2.875,-2.5,94.5625
-0.42,-0.49,9.94,2.875,-2.5,94.5625
-0.42,-0.48,9.91,2.875,-2.5,94.5625
-0.42,-0.48,9.91,2.875,-2.5,94.5625
-0.42,-0.48,9.88,2.875,-2.5,94.5625
-0.39,-0.48,9.9,2.875,-2.5,94.5625
-0.43,-0.48,9.97,2.875,-2.5,94.5625
-0.43,-0.48,9.97,2.875,-2.5,94.5625
-0.38,-0.5,9.91,2.875,-2.5,94.5625
-0.43,-0.47,9.97,2.875,-2.5,94.5625
-0.43,-0.47,9.97,2.875,-2.5,94.5625
-0.42,-0.46,9.9,2.875,-2.5,94.5625
-0.44,-0.45,9.94,2.875,-2.5,94.5625
-0.44,-0.45,9.94,2.875,-2.5,94.5625
-0.4,-0.46,9.86,2.875,-2.5,94.5625
-0.55,-0.5,9.82,2.875,-2.5,94.5625
-0.55,-0.5,9.82,2.875,-2.5,94.5625
-0.16,-0.51,9.9,2.875,-2.5,94.5625
-0.46,-0.28,9.76,2.875,-2.5,94.5625
